u,v,key,osmid,lanes,name,highway,maxspeed,geometry,length,rule,lts,slope,slope_class,lanes_assumed,maxspeed_assumed,message,short_message
665371590,2142859863,0,77512257,,Via Montereale,unclassified,,"LINESTRING (783041.5171747819 5113097.653252724, 782943.6695367697 5113173.602637387, 782921.6608468634 5113192.628182591)",152.644,m10,3,2.0763120651245117,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371590,4922167481,0,177136109,,,track,,"LINESTRING (783041.5171747819 5113097.653252724, 783173.0963623538 5113129.266108185, 783195.5364468319 5113141.847624688, 783213.668119383 5113154.998552995, 783260.4021494677 5113163.313213346, 783278.1686090964 5113161.060678868, 783291.4574774136 5113163.21078518, 783492.5809113835 5113216.858670747)",468.91499999999996,m15,2,1.893739104270935,0-3: flat,2.0,50.0,Setting LTS to 2 because highway='track'.,"mixed traffic, highway $=$ ""track"""
665371599,912307653,0,77512122,1,Via Montereale,unclassified,,"LINESTRING (784430.167510205 5111630.513129086, 784438.6845810377 5111613.527859188)",18.987,m10,3,7.64893102645874,5-8: medium,1.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371599,912285327,0,77512218,,Via Circonvallazione,tertiary,,"LINESTRING (784430.167510205 5111630.513129086, 784435.1153052889 5111640.239615071)",10.902,m10,3,4.641074180603027,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371599,912299900,0,77512218,,Via Circonvallazione,tertiary,,"LINESTRING (784430.167510205 5111630.513129086, 784418.1844674475 5111608.302446621)",25.21,m10,3,6.796542644500732,5-8: medium,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371601,912312226,0,77512161,1,Via Montereale,unclassified,,"LINESTRING (784449.5795065623 5111609.412217225, 784445.0359970432 5111625.223293763)",16.445,m10,4,9.217079162597656,8-10: hard,1.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371601,2032964496,0,77512368,,Via Montereale,unclassified,,"LINESTRING (784449.5795065623 5111609.412217225, 784453.6586168546 5111604.2904066425)",6.539,m10,4,9.006542205810547,8-10: hard,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371602,665371487,0,332035211,,Via Montereale,unclassified,,"LINESTRING (784463.1604576381 5111587.952031331, 784466.8650217805 5111583.558838145, 784475.2199164307 5111583.445046781, 784491.8247795196 5111590.160175508)",31.922,m10,3,4.274274826049805,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371602,2032964496,0,"[77512368, 332035212]",,Via Montereale,unclassified,,"LINESTRING (784463.1604576381 5111587.952031331, 784457.8320087168 5111598.638541807, 784453.6586168546 5111604.2904066425)",18.949,m10,3,5.4803385734558105,5-8: medium,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371605,912282605,0,77512257,,Via Montereale,unclassified,,"LINESTRING (784385.2463130443 5111732.43298641, 784415.375766194 5111661.893209806)",76.658,m10,3,1.6430010795593262,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371605,2143873504,0,204375829,,,unclassified,,"LINESTRING (784385.2463130443 5111732.43298641, 784294.9757771206 5111754.994366335)",92.751,m10,3,2.446432590484619,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371605,665371608,0,77512257,,Via Montereale,unclassified,,"LINESTRING (784385.2463130443 5111732.43298641, 784345.3287095318 5111831.868220094, 784324.3736523989 5111866.236253154)",147.302,m10,3,2.933744192123413,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371608,665371605,0,77512257,,Via Montereale,unclassified,,"LINESTRING (784324.3736523989 5111866.236253154, 784345.3287095318 5111831.868220094, 784385.2463130443 5111732.43298641)",147.302,m10,3,2.933744192123413,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371608,912287469,0,77512257,,Via Montereale,unclassified,,"LINESTRING (784324.3736523989 5111866.236253154, 784315.5060600614 5111878.428967215, 784275.7511821804 5111932.924667865, 784235.3958437648 5111989.864472495, 784207.3343732229 5112023.6809987575)",196.02499999999998,m10,3,1.9933143854141235,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
665371608,2143873504,0,204375829,,,unclassified,,"LINESTRING (784324.3736523989 5111866.236253154, 784247.939648814 5111826.7222129665, 784238.4664767564 5111817.543399237, 784230.6415981938 5111769.427952713, 784294.9757771206 5111754.994366335)",213.411,m10,3,2.196323871612549,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
737610451,912304530,0,77512367,1,Via Montereale,unclassified,,"LINESTRING (782451.3674913889 5113657.517213909, 782459.7237204321 5113635.111528081)",23.901,m10,3,2.2080304622650146,0-3: flat,1.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
737610451,3751714189,0,179118614,,Via Montereale,unclassified,,"LINESTRING (782451.3674913889 5113657.517213909, 782413.1916768057 5113747.25528156, 782401.1410134465 5113775.580983229, 782366.2068293376 5113865.902705494, 782344.2918544482 5113938.987876744, 782323.7956208141 5114016.580705343, 782282.8317987546 5114112.637293802, 782248.177225924 5114181.306343868, 782207.446401585 5114253.837601603, 782190.2168634139 5114291.277459634, 782175.6759725173 5114336.578902092, 782141.9963986035 5114450.061334124, 782130.3574250336 5114484.462984338, 782116.1562823462 5114518.357093779, 782078.8999624045 5114586.951625061)",1003.948,m10,3,2.1204893589019775,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
737610454,1894585978,0,179118611,,Via Montereale,unclassified,,"LINESTRING (781317.4688392921 5115460.194470337, 781328.624212859 5115456.44228952)",11.734,m10,3,3.5353641510009766,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
737610454,375694984,0,"[59469586, 33173595]",,"['Via Montereale', 'Via Dalmazia']",unclassified,,"LINESTRING (781317.4688392921 5115460.194470337, 781263.4054922608 5115494.921728081, 781182.0928274982 5115556.255321438)",165.74,m10,3,3.1431632041931152,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
757378912,3506971378,0,60589436,,Via San Martino,residential,,"LINESTRING (781851.5795373935 5111849.704608047, 781890.5151891764 5111851.492877433, 781924.9685914639 5111846.495604828)",73.542,m9,2,2.02751088142395,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
778888939,778889005,0,78501387,2,,primary,,"LINESTRING (783486.7528666462 5116989.4021433545, 783510.1585368062 5117002.520782868)",26.756,m12,4,10.231191635131836,10-20: extreme,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
778888939,912302747,0,77512105,1,,primary,,"LINESTRING (783486.7528666462 5116989.4021433545, 783431.9453902887 5116963.541243751, 783391.5118481496 5116950.31452774, 783347.49002661 5116943.056899873)",147.292,m12,4,12.082865715026855,10-20: extreme,1.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
778888939,912298224,0,77512210,2,,primary,,"LINESTRING (783486.7528666462 5116989.4021433545, 783447.5219773024 5116960.387211584, 783368.3954497728 5116895.9589076545)",150.48000000000002,m12,4,2.439086675643921,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
778889005,778888939,0,78501387,2,,primary,,"LINESTRING (783510.1585368062 5117002.520782868, 783486.7528666462 5116989.4021433545)",26.756,m12,4,10.231191635131836,10-20: extreme,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
869340474,10247196036,0,73296522,,Via Maniago,unclassified,,"LINESTRING (784653.4830573073 5112284.250544024, 784680.9712535907 5112191.377242356, 784714.5700905041 5112071.642992844, 784747.1869168702 5111972.093630064, 784760.9262838584 5111918.520017416, 784770.4554956337 5111857.87029448, 784768.3451503036 5111790.178281875, 784760.6603930681 5111712.418655606, 784756.9655316191 5111686.216108407)",614.781,m10,3,2.042203426361084,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
869340474,912309632,0,77512218,,Via Circonvallazione,tertiary,,"LINESTRING (784653.4830573073 5112284.250544024, 784657.1639066831 5112233.951217436, 784659.3729697744 5112172.137949314, 784653.8141073282 5112109.652613208, 784645.2043206771 5112059.339900171, 784627.0926477009 5111998.309915115, 784595.282131609 5111927.036185998, 784555.5634570366 5111854.750258922, 784509.1191302936 5111771.141481843, 784469.5271031827 5111700.587935479, 784448.8125126096 5111664.400277672)",667.9950000000001,m10,3,1.8325892686843872,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
869340474,8462995353,0,77512304,,Via Maniago,tertiary,,"LINESTRING (784653.4830573073 5112284.250544024, 784646.8201726577 5112306.008904795, 784627.7709342677 5112371.572532541, 784620.6465619297 5112395.102064377)",115.568,m10,3,1.7606159448623657,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
869340476,3391379788,0,332035210,,Via Maniago,unclassified,,"LINESTRING (784749.329433155 5111630.437158713, 784750.0522126793 5111637.897017828)",7.493,m10,3,3.3990442752838135,3-5: mild,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
869340476,540415207,0,332035217,,Via Partidor,unclassified,,"LINESTRING (784749.329433155 5111630.437158713, 784805.6332877557 5111638.237991714)",56.647,m10,3,5.2011189460754395,5-8: medium,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
869340476,912284389,0,332035210,,Via Maniago,unclassified,,"LINESTRING (784749.329433155 5111630.437158713, 784741.4486934782 5111551.71101421, 784736.5723201887 5111503.553277181)",127.487,m10,3,2.0416557788848877,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912282520,912289270,0,77512076,2,Via dell'Omo,primary,,"LINESTRING (782870.1244148781 5117939.506505808, 782861.6882959742 5117895.494798281)",44.795,m12,4,1.1905282735824585,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912282520,318694398,0,"[77512188, 77512076]",2,"['Piazzale San Floriano', ""Via dell'Omo""]",primary,,"LINESTRING (782870.1244148781 5117939.506505808, 782872.0323963368 5117949.459144071, 782876.0857970903 5117970.588971839, 782881.1883101051 5118014.068221009, 782881.8906460272 5118037.225523022, 782879.8868306956 5118065.201247873, 782878.4510458399 5118077.526839798, 782870.6184197355 5118113.772987767, 782868.5723172606 5118123.231280163, 782866.6461802801 5118132.940056325)",195.65000000000003,m12,4,1.3036105632781982,0-3: flat,2.0,90.0,Setting LTS to 4 because maxspeed is greater than 50 km/h.,"mixed traffic, speed $>$ 50 km/h"
912282520,912294603,0,77512111,2,Via Lido,residential,,"LINESTRING (782870.1244148781 5117939.506505808, 782809.8768504043 5117947.669089187, 782757.0965490988 5117953.47143896, 782711.4953855076 5117958.124785043)",159.199,m9,2,0.8290908336639404,0-3: flat,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912282605,665371605,0,77512257,,Via Montereale,unclassified,,"LINESTRING (784415.375766194 5111661.893209806, 784385.2463130443 5111732.43298641)",76.658,m10,3,1.6430010795593262,0-3: flat,2.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912282605,665371599,0,77512335,1,Via Montereale,unclassified,,"LINESTRING (784415.375766194 5111661.893209806, 784430.167510205 5111630.513129086)",34.668,m10,3,2.826767921447754,0-3: flat,1.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
912282687,1902148479,0,77512100,2,Via Monte Spia,residential,,"LINESTRING (782560.0471654111 5118674.384351419, 782571.5210641307 5118678.721506519, 782586.0537484933 5118681.485230751, 782607.4398932273 5118680.579372841, 782632.2728802061 5118677.9065245055, 782650.0116247497 5118676.409397852, 782653.3156280748 5118676.060873709)",94.24799999999999,m9,2,6.558098793029785,5-8: medium,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912282687,912310943,0,77512100,2,Via Monte Spia,residential,,"LINESTRING (782560.0471654111 5118674.384351419, 782530.6013334331 5118665.69979838, 782511.2026657495 5118658.068964139, 782505.9661409914 5118653.017622858, 782499.4470116133 5118642.228915154, 782499.2272461723 5118631.563791666, 782503.714179656 5118589.974724569, 782508.8099553575 5118535.01986079)",178.896,m9,2,4.904696941375732,3-5: mild,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912282687,912310943,1,77512292,,Via Antonio Gramsci,residential,,"LINESTRING (782560.0471654111 5118674.384351419, 782564.9949899365 5118640.420905723, 782567.2850137339 5118614.0950520495, 782572.8746936881 5118569.072012606, 782574.5931063856 5118546.416190259, 782570.3883455654 5118540.967055247, 782508.8099553575 5118535.01986079)",197.331,m9,2,3.1925771236419678,3-5: mild,2.0,50.0,Setting LTS to 2 because maxspeed is up to 50 km/h and lanes are 2 or less and highway='residential'.,"mixed traffic, speed $\leq$ 50 km/h, highway $=$ ""residential"",$\leq$ 2 lanes"
912282927,912302092,0,77512199,1,Via Montereale,unclassified,,"LINESTRING (782473.7075754527 5113660.817258006, 782456.192849566 5113656.470189597)",17.986,m10,3,1.8986921310424805,0-3: flat,1.0,50.0,Setting LTS to 3 because maxspeed is up to 50 km/h and lanes are 3 or less on non-residential highway.,"mixed traffic, speed $\leq$ 50 km/h, highway $\neq$ ""residential"", $\leq$ 3 lanes"
